date,question_id,priority,intent,platform,run,prompt,owned_url,status,propeller_mentioned,propeller_cited,propeller_url_cited,competitors_mentioned,competitors_cited,cited_domains,answer_accurate,answer_summary,follow_up_actions,reviewer
2026-07-13,propeller-vs-oddsjam,medium,comparison,Google AI Overviews,3,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Gemini,1,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Gemini,2,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Gemini,3,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Copilot,1,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Copilot,2,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Copilot,3,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,ChatGPT search,1,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,ChatGPT search,2,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,ChatGPT search,3,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Perplexity,1,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Perplexity,2,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Perplexity,3,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Google AI Overviews,1,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Google AI Overviews,2,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Google AI Overviews,3,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Gemini,1,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Gemini,2,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Gemini,3,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Copilot,1,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Copilot,2,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,pick6-vs-prizepicks,medium,comparison,Copilot,3,What is the difference between Pick6 and PrizePicks?,https://propellerpicks.com/compare/pick6-vs-prizepicks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,ChatGPT search,1,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,ChatGPT search,2,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,ChatGPT search,3,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Perplexity,1,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Perplexity,2,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Perplexity,3,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Google AI Overviews,1,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Google AI Overviews,2,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Google AI Overviews,3,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Gemini,1,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Gemini,2,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Gemini,3,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Copilot,1,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Copilot,2,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-grading,medium,trust,Copilot,3,How does Propeller grade its picks?,https://propellerpicks.com/help/how-does-propeller-grade-picks/,pending_manual_platform_run,,,,,,,,,,
